eventID,occurrenceID,scientificName,taxonRank,Lifestage,vernacularName,identifiedBy,dateIdentified,individualCount,identificationQualifier,scientificNameAuthorship,kingdom,phylum,class,order,family,genus,scientificNameID,specificEpithet,occurrenceStatus,sex,lifeStage
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-106,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-107,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-108,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-109,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-110,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-111,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-112,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-12-Trawl,IYS2022-TINRO-3-12-Trawl-80-113,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-81,Aurelia aurita,species,adult,NA,Aleksey Somov,2022-03-08T00:00:00Z,1,NA,"(Linnaeus, 1758)",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,urn:lsid:marinespecies.org:taxname:135306,aurita,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82,Chrysaora melanaster,species,adult,NA,Aleksey Somov,2022-03-08T00:00:00Z,8,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82-670,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82-671,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82-672,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82-673,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-82-674,Chrysaora melanaster,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora,urn:lsid:marinespecies.org:taxname:287209,melanaster,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83,Phacellophora camtschatica,species,adult,NA,Aleksey Somov,2022-03-08T00:00:00Z,25,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-675,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-676,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-677,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-678,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-679,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-680,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-681,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-682,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-683,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-684,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-685,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-686,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-687,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-83-688,Phacellophora camtschatica,species,NA,NA,NA,NA,1,NA,"Brandt, 1835",Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Phacellophoridae,Phacellophora,urn:lsid:marinespecies.org:taxname:135309,camtschatica,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84,Gasterosteus aculeatus,species,adult,NA,Aleksey Somov,2022-03-08T00:00:00Z,280,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84-689,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84-690,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84-691,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84-692,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-84-693,Gasterosteus aculeatus,species,NA,NA,NA,NA,1,NA,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,urn:lsid:marinespecies.org:taxname:126505,aculeatus,present,N,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85,Oncorhynchus keta,species,immature,Chum Salmon,Aleksey Somov,2022-03-08T00:00:00Z,16,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-114,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-115,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-116,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-117,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-118,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-119,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-120,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-121,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-122,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-123,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-124,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-125,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-126,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-127,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-128,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-129,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-130,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,immature
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-85-738,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,adult
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-86,Oncorhynchus keta,species,Juvenile,Chum Salmon,Aleksey Somov,2022-03-08T00:00:00Z,4,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-86-131,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-86-132,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-86-133,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-86-184,Oncorhynchus keta,species,NA,Chum Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:127183,keta,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87,Oncorhynchus nerka,species,Juvenile,Sockeye Salmon,Aleksey Somov,2022-03-08T00:00:00Z,581,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,NA,NA
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-160,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-161,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-162,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-163,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-164,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-165,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-166,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-167,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-168,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-169,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-170,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-171,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-172,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-173,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-174,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-175,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-176,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-177,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-178,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-179,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Male,Juvenile
IYS2022-TINRO-3-13-Trawl,IYS2022-TINRO-3-13-Trawl-87-180,Oncorhynchus nerka,species,NA,Sockeye Salmon,NA,NA,1,NA,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,urn:lsid:marinespecies.org:taxname:254569,nerka,present,Female,Juvenile
